#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value
47,rodrigo_bentancur_26,Rodrigo Bentancur,26,25,0,0,1,2,18,1,16.7,5,2,7,5,2.2,0.8,3.1,26,76,19,0.42,45.00,28.00,15.00,21.00,9.00,28.00,13.00,1.19,65.00,22.00,0.00,15.00,9.00,15.80,0.00,2.20,34.00,2.04,27.00,2.00,5.00,40000000.00
69,casemiro_31,Casemiro,31,12,0,0,1,2,13,1,23.6,4,3,7,4,3.4,3.1,6.5,14,152,34,0.3,89.00,46.00,43.00,35.00,11.00,49.00,38.00,2.20,123.00,64.00,0.00,34.00,11.00,21.60,0.00,3.40,68.00,2.88,61.00,5.00,8.00,40000000.00
96,diogo_dalot_24,Diogo Dalot,24,31,1,0,0,3,13,1,23.9,1,2,3,1,2.5,1.9,4.4,46,92,85,0.13,54.00,41.00,40.00,13.00,1.00,25.00,18.00,2.50,91.00,55.00,2.00,22.00,7.00,19.90,0.00,2.50,52.00,2.17,48.00,2.00,2.00,40000000.00
134,eberechi_eze_25,Eberechi Eze,25,3,0,1,1,4,5,1,29.3,10,4,14,9,6.5,4.3,10.8,69,131,129,0.44,42.00,24.00,17.00,18.00,7.00,22.00,22.00,1.12,55.00,10.00,0.00,70.00,25.00,21.90,14.00,7.30,118.00,4.03,69.00,4.00,16.00,40000000.00
160,morgan_gibbs_white_23,Morgan Gibbs-White,23,3,0,1,1,4,6,1,2,0,0,0,0,0.7,0.1,0.8,4,12,12,0,3.00,1.00,3.00,0.00,0.00,2.00,2.00,1.00,4.00,3.00,0.00,3.00,1.00,11.50,0.00,0.70,4.00,2.00,2.00,0.00,0.00,40000000.00
258,douglas_luiz_25,Douglas Luiz,25,12,0,0,1,2,16,1,32.5,6,6,12,6,2.8,4.4,7.2,48,148,35,0.37,73.00,42.00,31.00,32.00,10.00,36.00,29.00,2.80,113.00,27.00,2.00,34.00,12.00,25.00,7.00,2.80,96.00,2.95,61.00,1.00,12.00,40000000.00
312,ruben_neves_26,Rúben Neves,26,31,0,0,1,2,6,1,33.5,6,1,7,3,2.8,1.6,4.4,28,218,18,0.12,79.00,43.00,31.00,33.00,15.00,59.00,37.00,2.18,129.00,85.00,1.00,63.00,13.00,26.70,11.00,5.20,80.00,2.38,55.00,4.00,3.00,40000000.00
329,joao_palhinha_28,João Palhinha,28,31,0,0,1,2,3,1,34.5,3,0,3,3,2.9,0.4,3.3,8,101,18,0.09,147.00,83.00,58.00,65.00,24.00,48.00,43.00,2.14,193.00,61.00,2.00,39.00,9.00,17.20,0.00,2.90,30.00,0.87,21.00,4.00,0.00,40000000.00
346,pedro_porro_23,Pedro Porro,23,10,1,0,1,5,18,1,12.6,3,3,6,3,1.8,3,4.8,34,39,95,0.48,25.00,16.00,8.00,15.00,2.00,25.00,23.00,1.14,40.00,24.00,1.00,26.00,7.00,20.40,1.00,1.80,41.00,3.26,29.00,2.00,6.00,40000000.00
359,andrew_robertson_29,Andrew Robertson,29,2,1,0,0,3,10,1,28.7,0,8,8,0,1.3,6.1,7.4,80,166,194,0.28,38.00,21.00,12.00,16.00,10.00,32.00,27.00,1.17,56.00,50.00,3.00,13.00,2.00,14.50,0.00,1.30,95.00,3.31,59.00,4.00,13.00,40000000.00
410,john_stones_29,John Stones,29,3,1,0,1,5,8,1,20.5,2,2,4,2,1,1.4,2.4,28,101,34,0.2,23.00,13.00,11.00,8.00,4.00,17.00,7.00,9.00,32.00,40.00,0.00,11.00,3.00,13.40,0.00,1.00,16.00,0.78,12.00,3.00,5.00,40000000.00
450,ollie_watkins_27,Ollie Watkins,27,3,0,1,0,1,16,1,34.7,15,6,21,14,14.9,3.8,18.7,50,39,196,0.58,19.00,13.00,3.00,13.00,3.00,21.00,17.00,10.00,29.00,39.00,0.00,84.00,45.00,12.60,0.00,16.50,79.00,2.27,51.00,11.00,14.00,40000000.00
477,tammy_abraham_25,Tammy Abraham,25,3,0,1,0,1,22,2,24.3,8,3,11,8,10.8,3.6,14.5,35,54,141,0.45,17.00,10.00,4.00,8.00,5.00,10.00,6.00,1.20,20.00,14.00,0.00,62.00,28.00,12.00,0.00,10.80,70.00,2.88,46.00,10.00,9.00,40000000.00
521,ismael_bennacer_25,Ismaël Bennacer,25,6,0,0,1,2,24,2,22.3,2,2,4,2,1,3.3,4.3,30,132,52,0.18,59.00,33.00,26.00,31.00,2.00,25.00,18.00,26.00,85.00,16.00,1.00,16.00,3.00,25.00,3.00,1.00,87.00,3.90,59.00,3.00,4.00,40000000.00
544,gleison_bremer_26,Gleison Bremer,26,12,1,0,0,3,37,2,29.3,4,1,5,4,4.9,1.7,6.6,8,54,4,0.17,29.00,20.00,23.00,5.00,1.00,44.00,22.00,2.10,71.00,120.00,2.00,32.00,7.00,9.30,0.00,4.90,27.00,0.92,21.00,5.00,1.00,40000000.00
554,hakan_calhanoglu_29,Hakan Çalhanoğlu,29,57,0,0,1,2,23,2,26.3,3,6,9,2,2.3,5,7.3,46,172,68,0.3,48.00,27.00,17.00,26.00,5.00,30.00,25.00,1.24,73.00,13.00,1.00,55.00,16.00,26.50,10.00,3.10,131.00,4.99,75.00,5.00,11.00,40000000.00
572,federico_chiesa_25,Federico Chiesa,25,42,1,0,1,5,37,2,9.5,2,5,7,2,1.5,2.6,4.1,46,34,88,0.74,22.00,11.00,6.00,6.00,10.00,13.00,12.00,12.30,22.00,1.00,0.00,26.00,3.00,18.90,1.00,1.50,41.00,4.34,26.00,3.00,6.00,40000000.00
725,stanislav_lobotka_28,Stanislav Lobotka,28,36,0,0,1,2,40,2,34.5,1,1,2,1,0.6,1,1.6,51,172,39,0.06,83.00,44.00,35.00,35.00,13.00,29.00,22.00,23.00,106.00,16.00,0.00,11.00,4.00,22.30,0.00,0.60,70.00,2.03,58.00,2.00,8.00,40000000.00
735,romelu_lukaku_30,Romelu Lukaku,30,32,0,1,0,1,23,2,18.4,10,6,16,8,7.4,4.1,11.5,34,41,159,0.76,3.00,1.00,1.00,0.00,2.00,3.00,2.00,0.00,3.00,16.00,0.00,49.00,20.00,15.00,0.00,9.00,73.00,3.96,59.00,5.00,11.00,40000000.00
838,adrien_rabiot_28,Adrien Rabiot,28,5,0,0,1,2,37,2,30.5,8,4,12,8,5.8,2.3,8.2,72,133,109,0.39,65.00,35.00,31.00,23.00,11.00,37.00,30.00,26.00,91.00,44.00,1.00,48.00,22.00,16.40,0.00,6.20,82.00,2.69,68.00,6.00,8.00,40000000.00
874,giorgio_scalvini_19,Giorgio Scalvini,19,42,1,0,0,3,38,2,25.9,2,2,4,2,2,0.4,2.4,22,158,34,0.15,54.00,29.00,30.00,18.00,6.00,36.00,23.00,2.24,110.00,57.00,2.00,17.00,4.00,11.20,0.00,2.00,33.00,1.27,29.00,0.00,5.00,40000000.00
917,fikayo_tomori_25,Fikayo Tomori,25,3,1,0,0,3,24,2,30.7,1,1,2,1,1.3,0.8,2.1,26,122,10,0.07,70.00,34.00,44.00,25.00,1.00,46.00,21.00,1.28,99.00,88.00,1.00,9.00,4.00,14.10,0.00,1.30,23.00,0.75,19.00,0.00,2.00,40000000.00
953,andre_frank_zambo_anguissa_27,Andre-Frank Zambo Anguissa,27,48,0,0,1,2,40,2,33.9,3,5,8,3,4.4,2.6,7,58,181,140,0.24,53.00,32.00,16.00,29.00,8.00,50.00,46.00,2.17,102.00,25.00,0.00,50.00,15.00,18.10,1.00,4.40,79.00,2.33,67.00,5.00,9.00,40000000.00
975,david_alaba_31,David Alaba,31,54,1,0,0,3,47,3,20.4,1,3,4,1,0.8,1.1,1.9,16,67,60,0.2,15.00,11.00,8.00,4.00,3.00,18.00,9.00,14.00,29.00,37.00,1.00,14.00,3.00,19.80,5.00,0.80,27.00,1.32,23.00,1.00,4.00,40000000.00
1057,andreas_christensen_27,Andreas Christensen,27,15,1,0,0,3,49,3,19.6,1,1,2,1,1,0.5,1.5,18,91,5,0.1,20.00,15.00,9.00,11.00,0.00,14.00,2.00,21.00,41.00,47.00,0.00,10.00,5.00,12.20,0.00,1.00,15.00,0.77,15.00,0.00,2.00,40000000.00
1077,rodrigo_de_paul_29,Rodrigo De Paul,29,11,0,0,1,2,60,3,21.4,2,7,9,2,1.6,5.6,7.2,55,182,68,0.42,35.00,21.00,11.00,18.00,6.00,20.00,17.00,1.70,43.00,7.00,0.00,21.00,5.00,24.50,1.00,1.60,88.00,4.12,77.00,0.00,11.00,40000000.00
1302,mikel_oyarzabal_26,Mikel Oyarzabal,26,10,0,1,1,4,52,3,13.5,4,1,5,2,2.3,2.2,4.5,27,29,122,0.22,13.00,7.00,5.00,3.00,5.00,14.00,10.00,3.00,16.00,5.00,0.00,16.00,8.00,18.80,0.00,4.60,31.00,2.30,25.00,1.00,3.00,40000000.00
1323,yeremi_pino_20,Yeremi Pino,20,10,0,1,1,4,50,3,27.2,4,6,10,4,8,5.6,13.6,65,62,256,0.37,62.00,38.00,25.00,20.00,17.00,41.00,37.00,15.00,77.00,36.00,0.00,50.00,19.00,13.20,0.00,8.00,87.00,3.20,61.00,11.00,9.00,40000000.00
1434,martin_zubimendi_24,Martín Zubimendi,24,10,0,0,1,2,52,3,34.5,1,3,4,1,1.9,2,3.9,43,184,29,0.12,59.00,33.00,23.00,30.00,6.00,44.00,27.00,2.50,96.00,55.00,4.00,13.00,2.00,19.70,0.00,1.90,52.00,1.51,47.00,1.00,6.00,40000000.00
8,manuel_akanji_28,Manuel Akanji,28,8,1,0,0,3,8,1,25.4,0,1,1,0,1.3,0.4,1.7,24,116,17,0.04,36.00,25.00,15.00,18.00,3.00,27.00,18.00,1.15,52.00,33.00,0.00,15.00,2.00,15.90,0.00,1.30,23.00,0.91,22.00,1.00,0.00,38000000.00
54,jarrod_bowen_26,Jarrod Bowen,26,3,0,1,1,4,4,1,35.9,6,5,11,5,7.8,7.4,15.2,102,72,213,0.28,39.00,16.00,14.00,11.00,14.00,47.00,38.00,2.40,75.00,25.00,0.00,73.00,21.00,16.20,1.00,8.90,108.00,3.01,58.00,13.00,14.00,38000000.00
169,anthony_gordon_22,Anthony Gordon,22,3,0,1,1,4,11,1,5.4,1,0,1,1,1.7,0.9,2.6,20,15,45,0.18,14.00,12.00,5.00,7.00,2.00,9.00,8.00,1.10,16.00,1.00,1.00,8.00,2.00,14.00,0.00,1.70,16.00,2.96,10.00,1.00,1.00,38000000.00
210,brennan_johnson_22,Brennan Johnson,22,28,0,1,1,4,15,1,32.6,8,3,11,7,6.2,3.2,9.4,88,30,155,0.31,34.00,20.00,18.00,8.00,8.00,30.00,29.00,1.40,39.00,7.00,1.00,52.00,24.00,16.60,0.00,8.60,55.00,1.69,36.00,7.00,11.00,38000000.00
231,ibrahima_konate_24,Ibrahima Konaté,24,5,1,0,0,3,10,1,17.2,0,0,0,0,1.2,0.1,1.4,7,56,5,0,38.00,26.00,25.00,13.00,0.00,12.00,7.00,1.25,64.00,61.00,4.00,11.00,3.00,9.70,0.00,1.20,17.00,0.99,12.00,2.00,1.00,38000000.00
235,mateo_kovacic_29,Mateo Kovačić,29,30,0,0,1,2,14,1,19,1,2,3,1,1.8,2.1,3.9,37,153,30,0.16,36.00,24.00,16.00,14.00,6.00,10.00,9.00,1.18,55.00,16.00,0.00,23.00,1.00,22.10,0.00,1.80,62.00,3.27,53.00,4.00,3.00,38000000.00
321,michael_olise_21,Michael Olise,21,5,0,1,1,4,5,1,30.5,2,11,13,2,2.9,8.7,11.6,111,133,243,0.43,58.00,34.00,28.00,26.00,4.00,46.00,45.00,1.25,84.00,17.00,0.00,51.00,14.00,21.10,7.00,2.90,143.00,4.68,75.00,4.00,13.00,38000000.00
449,james_ward_prowse_28,James Ward-Prowse,28,3,0,0,1,2,2,1,37.5,9,4,13,7,2.5,6.2,8.7,19,189,58,0.29,65.00,37.00,31.00,27.00,7.00,30.00,20.00,2.23,120.00,48.00,0.00,40.00,16.00,27.10,17.00,5.70,127.00,3.39,62.00,3.00,9.00,38000000.00
458,joe_willock_24,Joe Willock,24,3,0,0,1,2,11,1,28.4,3,6,9,3,7,6,13,97,121,152,0.32,51.00,30.00,13.00,26.00,12.00,54.00,46.00,25.00,76.00,17.00,0.00,58.00,16.00,16.90,0.00,7.00,85.00,2.99,67.00,7.00,9.00,38000000.00
4,nayef_aguerd_27,Nayef Aguerd,27,4,1,0,0,3,4,1,17.7,2,0,2,2,2.2,0.5,2.7,2,25,4,0.11,27.00,18.00,18.00,8.00,1.00,26.00,2.00,1.17,45.00,79.00,2.00,12.00,2.00,9.90,0.00,2.20,14.00,0.79,12.00,1.00,0.00,35000000.00
40,harvey_barnes_25,Harvey Barnes,25,3,0,1,1,4,9,1,30.1,13,1,14,13,8.9,3.1,12,100,79,257,0.46,26.00,14.00,8.00,14.00,4.00,32.00,31.00,1.70,34.00,12.00,0.00,72.00,34.00,15.90,0.00,8.90,63.00,2.09,43.00,9.00,14.00,35000000.00
76,ben_chilwell_26,Ben Chilwell,26,3,1,0,1,5,14,1,15.6,2,2,4,2,1.4,2.2,3.7,43,41,131,0.26,21.00,17.00,12.00,8.00,1.00,21.00,19.00,1.17,39.00,26.00,0.00,16.00,4.00,16.10,0.00,1.40,39.00,2.49,19.00,1.00,4.00,35000000.00
84,levi_colwill_20,Levi Colwill,20,3,1,0,0,3,19,1,13.6,0,2,2,0,1.4,0.5,1.9,16,70,3,0.15,8.00,7.00,4.00,4.00,0.00,5.00,2.00,1.14,23.00,37.00,1.00,8.00,0.00,7.00,0.00,1.40,18.00,1.33,16.00,1.00,2.00,35000000.00
93,marc_cucurella_25,Marc Cucurella,25,10,1,0,0,3,14,1,18.6,0,2,2,0,0.4,0.6,1,30,73,65,0.11,66.00,33.00,40.00,15.00,11.00,28.00,20.00,16.00,82.00,48.00,1.00,7.00,0.00,19.70,0.00,0.40,27.00,1.46,21.00,0.00,3.00,35000000.00
118,cheick_doucoure_23,Cheick Doucouré,23,26,0,0,1,2,5,1,30.8,0,3,3,0,1.4,1.9,3.4,18,140,17,0.1,77.00,46.00,40.00,33.00,4.00,47.00,34.00,2.24,133.00,48.00,0.00,36.00,7.00,24.60,0.00,1.40,61.00,1.98,48.00,5.00,6.00,35000000.00
128,harvey_elliott_20,Harvey Elliott,20,3,0,1,1,4,10,1,17.9,1,2,3,1,2.1,3.6,5.7,54,142,129,0.17,27.00,18.00,6.00,12.00,9.00,26.00,25.00,1.14,42.00,8.00,0.00,36.00,12.00,19.30,0.00,2.10,75.00,4.19,62.00,5.00,10.00,35000000.00
176,marc_guehi_23,Marc Guéhi,23,3,1,0,0,3,5,1,37,1,0,1,1,1.5,0.5,1.9,17,106,3,0.03,52.00,27.00,39.00,11.00,2.00,45.00,21.00,2.13,97.00,134.00,3.00,14.00,6.00,8.30,0.00,1.50,29.00,0.78,23.00,3.00,1.00,35000000.00
280,bryan_mbeumo_24,Bryan Mbeumo,24,48,0,1,0,1,7,1,32.3,9,8,17,8,9,7.6,16.5,66,88,235,0.5,26.00,18.00,5.00,13.00,8.00,24.00,23.00,1.12,39.00,21.00,0.00,70.00,32.00,16.30,1.00,9.80,97.00,3.00,62.00,0.00,15.00,35000000.00
333,thomas_partey_30,Thomas Partey,30,14,0,0,1,2,20,1,27.6,3,0,3,3,2.2,1.5,3.8,34,231,35,0.11,70.00,40.00,20.00,35.00,15.00,26.00,21.00,1.27,98.00,41.00,1.00,28.00,4.00,20.40,0.00,2.20,71.00,2.57,62.00,2.00,6.00,35000000.00
399,emile_smith_rowe_23,Emile Smith Rowe,23,3,0,1,1,4,20,1,1.9,0,2,2,0,0.3,0.7,1,2,7,11,1.05,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,4.00,1.00,15.80,0.00,0.30,9.00,4.68,6.00,2.00,1.00,35000000.00
402,tomas_soucek_28,Tomáš Souček,28,33,0,0,1,2,4,1,31.3,2,3,5,2,4,1.9,6,11,88,52,0.16,77.00,37.00,41.00,29.00,7.00,42.00,25.00,53.00,130.00,71.00,3.00,34.00,13.00,10.80,0.00,4.00,52.00,1.66,41.00,8.00,3.00,35000000.00
427,ivan_toney_27,Ivan Toney,27,3,0,1,0,1,7,1,32.8,20,4,24,14,13.2,5.1,18.3,14,79,165,0.55,23.00,13.00,4.00,9.00,10.00,24.00,15.00,14.00,37.00,36.00,0.00,87.00,33.00,16.50,9.00,18.70,66.00,2.01,39.00,5.00,8.00,35000000.00
433,leandro_trossard_28,Leandro Trossard,28,32,0,1,0,1,20,1,10.3,1,10,11,1,1.8,4.7,6.6,36,57,102,1.06,12.00,7.00,4.00,2.00,6.00,18.00,18.00,1.50,18.00,3.00,1.00,17.00,5.00,17.50,0.00,1.80,34.00,3.29,23.00,1.00,9.00,35000000.00
436,virgil_van_dijk_32,Virgil van Dijk,32,9,1,0,0,3,10,1,31.5,3,1,4,3,2.6,1.2,3.8,10,127,8,0.13,27.00,14.00,13.00,11.00,3.00,24.00,8.00,1.30,58.00,138.00,2.00,30.00,9.00,12.80,0.00,2.60,22.00,0.70,17.00,4.00,3.00,35000000.00
437,raphael_varane_30,Raphaël Varane,30,5,1,0,0,3,13,1,21.2,0,0,0,0,0.7,0.2,0.9,17,63,4,0,24.00,9.00,18.00,6.00,0.00,24.00,7.00,11.00,35.00,91.00,0.00,8.00,4.00,11.60,0.00,0.70,17.00,0.80,12.00,3.00,0.00,35000000.00
614,federico_dimarco_25,Federico Dimarco,25,42,1,0,0,3,23,2,23,4,3,7,4,3.1,6.9,9.9,45,88,189,0.3,31.00,25.00,6.00,18.00,7.00,15.00,11.00,18.00,49.00,20.00,0.00,49.00,15.00,20.70,7.00,3.10,103.00,4.48,64.00,5.00,8.00,35000000.00
637,nicolo_fagioli_22,Nicolò Fagioli,22,42,0,0,1,2,37,2,16.9,3,3,6,3,1.5,1.3,2.8,27,56,56,0.36,29.00,19.00,12.00,15.00,2.00,16.00,14.00,8.00,37.00,7.00,1.00,13.00,8.00,19.70,0.00,1.50,39.00,2.31,25.00,4.00,7.00,35000000.00
811,lorenzo_pellegrini_27,Lorenzo Pellegrini,27,42,0,0,1,2,22,2,28.3,4,5,9,2,5.7,6.9,12.5,58,106,113,0.25,52.00,29.00,24.00,24.00,4.00,27.00,23.00,1.25,78.00,22.00,0.00,62.00,17.00,21.50,9.00,8.00,132.00,4.67,64.00,9.00,10.00,35000000.00
961,piotr_zielinski_29,Piotr Zieliński,29,22,0,0,1,2,40,2,25.4,3,8,11,3,3.5,7.4,10.9,62,128,129,0.43,17.00,10.00,1.00,11.00,5.00,16.00,11.00,14.00,31.00,7.00,0.00,53.00,19.00,22.40,6.00,3.50,135.00,5.31,85.00,3.00,12.00,35000000.00
1103,ansu_fati_20,Ansu Fati,20,10,0,1,0,1,49,3,15.5,7,3,10,7,9.1,1.7,10.7,47,48,178,0.65,16.00,9.00,8.00,4.00,4.00,19.00,19.00,5.00,21.00,6.00,0.00,61.00,18.00,15.00,3.00,9.10,50.00,3.23,35.00,5.00,7.00,35000000.00
1205,robin_le_normand_26,Robin Le Normand,26,10,1,0,0,3,52,3,31.1,0,0,0,0,1,0.1,1,26,122,2,0,36.00,23.00,25.00,9.00,2.00,22.00,8.00,2.10,69.00,93.00,0.00,12.00,2.00,12.80,0.00,1.00,15.00,0.48,13.00,2.00,1.00,35000000.00
1214,marcos_llorente_28,Marcos Llorente,28,10,1,0,1,5,60,3,18.9,1,2,3,1,2.1,3.8,6,64,88,139,0.16,32.00,15.00,16.00,10.00,6.00,26.00,24.00,17.00,49.00,19.00,0.00,24.00,9.00,17.90,0.00,2.10,60.00,3.17,54.00,2.00,3.00,35000000.00
1236,jose_maria_gimenez_28,José María Giménez,28,25,1,0,0,3,60,3,26.9,2,1,3,2,2,0.6,2.7,9,63,3,0.11,43.00,25.00,28.00,14.00,1.00,37.00,20.00,24.00,67.00,138.00,1.00,22.00,8.00,14.10,0.00,2.00,22.00,0.82,18.00,2.00,3.00,35000000.00
1266,nahuel_molina_25,Nahuel Molina,25,11,1,0,0,3,60,3,31.9,4,2,6,4,2.6,3.9,6.5,73,112,249,0.19,69.00,43.00,38.00,18.00,13.00,38.00,31.00,1.17,87.00,63.00,1.00,21.00,6.00,17.00,0.00,2.60,92.00,2.89,83.00,0.00,6.00,35000000.00
15,miguel_almiron_29,Miguel Almirón,29,13,0,1,0,1,11,1,27.7,11,2,13,11,8,3.2,11.1,77,124,264,0.47,46.00,30.00,16.00,19.00,11.00,25.00,23.00,10.00,56.00,17.00,0.00,69.00,20.00,16.40,0.00,8.00,87.00,3.14,63.00,9.00,13.00,32000000.00
132,pervis_estupinan_25,Pervis Estupiñán,25,29,1,0,0,3,19,1,29.7,1,5,6,1,1.7,5.4,7.1,91,157,183,0.2,61.00,31.00,36.00,19.00,6.00,30.00,22.00,2.50,98.00,37.00,1.00,29.00,4.00,19.30,0.00,1.70,87.00,2.93,78.00,0.00,8.00,32000000.00
153,conor_gallagher_23,Conor Gallagher,23,3,0,0,1,2,14,1,18,3,1,4,3,2.5,2.3,4.7,40,105,104,0.22,46.00,33.00,17.00,19.00,10.00,41.00,31.00,1.22,69.00,18.00,1.00,28.00,11.00,17.90,0.00,2.50,47.00,2.61,34.00,2.00,3.00,32000000.00
244,romeo_lavia_19,Roméo Lavia,19,32,0,0,1,2,2,1,24.7,1,0,1,1,0.4,0.6,1,22,102,14,0.04,60.00,35.00,27.00,29.00,4.00,47.00,36.00,33.00,93.00,23.00,1.00,12.00,3.00,27.00,0.00,0.40,41.00,1.66,31.00,1.00,3.00,32000000.00
297,kaoru_mitoma_26,Kaoru Mitoma,26,49,0,1,1,4,19,1,25.8,7,5,12,7,8.1,6.4,14.5,143,90,260,0.47,44.00,27.00,15.00,16.00,13.00,25.00,25.00,1.16,61.00,10.00,0.00,52.00,21.00,13.20,0.00,8.10,108.00,4.20,78.00,5.00,15.00,32000000.00
341,kalvin_phillips_27,Kalvin Phillips,27,3,0,0,1,2,8,1,3.3,0,0,0,0,0.3,0.2,0.5,1,18,2,0,6.00,4.00,3.00,3.00,0.00,7.00,4.00,5.00,11.00,10.00,0.00,6.00,0.00,22.90,0.00,0.30,7.00,2.10,5.00,2.00,1.00,32000000.00
372,allan_saint_maximin_26,Allan Saint-Maximin,26,5,0,1,0,1,11,1,12.4,1,5,6,1,1.6,4.6,6.2,93,69,111,0.48,10.00,3.00,3.00,6.00,1.00,4.00,4.00,1.40,15.00,2.00,0.00,28.00,11.00,17.60,0.00,1.60,65.00,5.22,49.00,3.00,10.00,32000000.00
1359,antonio_rudiger_30,Antonio Rüdiger,30,24,1,0,0,3,47,3,26.8,1,0,1,1,1.8,0.1,1.9,21,59,10,0.04,18.00,16.00,12.00,5.00,1.00,23.00,10.00,19.00,37.00,74.00,0.00,22.00,4.00,14.80,0.00,1.80,18.00,0.67,16.00,1.00,1.00,32000000.00
18,joachim_andersen_27,Joachim Andersen,27,15,1,0,0,3,5,1,30.9,1,0,1,1,1.8,1.3,3.1,16,105,7,0.03,42.00,22.00,30.00,12.00,0.00,28.00,15.00,1.23,66.00,188.00,0.00,22.00,9.00,13.90,1.00,1.80,25.00,0.81,20.00,0.00,1.00,30000000.00
139,evan_ferguson_18,Evan Ferguson,18,21,0,1,0,1,19,1,10.6,6,2,8,6,5.3,0.7,6.1,11,14,58,0.76,6.00,3.00,1.00,3.00,2.00,11.00,10.00,1.10,8.00,6.00,0.00,36.00,17.00,15.20,0.00,5.30,22.00,2.08,15.00,6.00,2.00,30000000.00
218,boubacar_kamara_23,Boubacar Kamara,23,5,0,0,1,2,16,1,19.7,0,1,1,0,0.2,0.8,1,16,84,8,0.05,58.00,25.00,25.00,23.00,10.00,38.00,26.00,19.00,77.00,24.00,2.00,4.00,1.00,29.70,0.00,0.20,23.00,1.17,19.00,0.00,4.00,30000000.00
227,max_kilman_26,Max Kilman,26,3,1,0,0,3,6,1,36.7,0,0,0,0,1.3,0.2,1.6,30,127,5,0,36.00,20.00,26.00,9.00,1.00,70.00,28.00,1.18,55.00,164.00,1.00,14.00,0.00,10.10,0.00,1.30,23.00,0.63,20.00,2.00,2.00,30000000.00
263,noni_madueke_21,Noni Madueke,21,3,0,1,0,1,14,1,7.1,1,0,1,1,0.9,0.5,1.5,48,36,100,0.14,12.00,8.00,5.00,4.00,3.00,13.00,11.00,4.00,16.00,7.00,0.00,12.00,6.00,15.60,0.00,0.90,24.00,3.36,19.00,1.00,1.00,30000000.00
489,sofyan_amrabat_27,Sofyan Amrabat,27,4,0,0,1,2,31,2,22.2,0,1,1,0,0.5,1.1,1.6,36,176,24,0.05,39.00,24.00,15.00,17.00,7.00,23.00,18.00,21.00,60.00,18.00,2.00,13.00,4.00,26.60,0.00,0.50,44.00,1.98,38.00,0.00,4.00,30000000.00
625,paulo_dybala_29,Paulo Dybala,29,11,0,1,1,4,22,2,19.3,12,6,18,7,5.3,6.9,12.2,56,75,109,0.67,14.00,4.00,1.00,8.00,5.00,12.00,11.00,8.00,22.00,4.00,0.00,60.00,18.00,20.70,3.00,9.30,104.00,5.38,48.00,10.00,8.00,30000000.00
662,nicolas_gonzalez_25,Nicolás González,25,11,0,1,1,4,31,2,15,6,1,7,4,5.4,1.3,6.7,37,70,112,0.33,17.00,10.00,3.00,10.00,4.00,14.00,14.00,1.30,21.00,6.00,0.00,58.00,17.00,17.40,1.00,6.70,62.00,4.12,40.00,6.00,3.00,30000000.00
687,roger_ibanez_24,Roger Ibanez,24,12,1,0,0,3,22,2,31.1,3,0,3,3,3,0.6,3.5,24,77,9,0.1,67.00,33.00,38.00,26.00,3.00,30.00,19.00,3.60,133.00,95.00,2.00,29.00,10.00,12.30,0.00,3.00,27.00,0.87,15.00,7.00,2.00,30000000.00
701,pierre_kalulu_23,Pierre Kalulu,23,5,1,0,0,3,24,2,28.3,1,0,1,1,1.5,1.2,2.8,52,138,43,0.04,57.00,39.00,33.00,21.00,3.00,41.00,24.00,2.90,98.00,56.00,1.00,11.00,2.00,10.00,0.00,1.50,33.00,1.17,28.00,2.00,3.00,30000000.00
708,teun_koopmeiners_25,Teun Koopmeiners,25,9,0,0,1,2,38,2,31.8,10,4,14,8,4.3,6.4,10.7,60,186,106,0.38,46.00,26.00,15.00,24.00,7.00,41.00,36.00,19.00,65.00,36.00,2.00,55.00,23.00,21.90,6.00,7.60,132.00,4.16,85.00,11.00,17.00,30000000.00
726,manuel_locatelli_25,Manuel Locatelli,25,42,0,0,1,2,37,2,27.2,0,2,2,0,1.5,1.8,3.2,25,134,37,0.07,59.00,33.00,26.00,23.00,10.00,50.00,28.00,27.00,86.00,59.00,0.00,29.00,12.00,23.90,0.00,1.50,56.00,2.06,46.00,3.00,7.00,30000000.00
728,ademola_lookman_25,Ademola Lookman,25,17,0,1,1,4,38,2,19.2,13,6,19,10,6.7,6.6,13.3,73,79,185,0.83,13.00,5.00,2.00,6.00,5.00,18.00,18.00,4.00,17.00,1.00,0.00,49.00,23.00,15.80,1.00,9.10,87.00,4.53,60.00,5.00,12.00,30000000.00
951,mattia_zaccagni_28,Mattia Zaccagni,28,42,0,1,0,1,32,2,30.8,10,6,16,9,5.9,4.5,10.4,118,76,282,0.49,42.00,28.00,16.00,18.00,8.00,37.00,34.00,21.00,63.00,10.00,1.00,56.00,23.00,16.70,1.00,6.70,87.00,2.83,63.00,6.00,11.00,30000000.00
